,name,code
2294,보성파워텍,006910
2295,브이원텍,251630
2296,브이티지엠피,018290
2297,블루베리 NFT,044480
2298,비비씨,318410
2299,비씨월드제약,200780
2300,비아트론,141000
2301,빛샘전자,072950
2302,삼기,122350
2303,삼영이엔씨,065570
2304,상상인이안제2호스팩,329560
2305,상상인인더스트리,101000
2306,서남,294630
2307,서울리거,043710
2308,서전기전,189860
2309,성우전자,081580
2310,세동,053060
2311,셀트리온헬스케어,091990
2312,소마젠,950200
2313,솔트룩스,304100
2314,쇼박스,086980
2315,슈프리마아이디,317770
2316,신라젠,215600
2317,신신제약,002800
2318,신일제약,012790
2319,싸이맥스,160980
2320,쏠리드,050890
2321,씨아이에스,222080
2322,씨앤씨인터내셔널,352480
2323,씨에스베어링,297090
2324,아난티,025980
2325,아바코,083930
2326,아스트,067390
2327,아이스크림에듀,289010
2328,아이텍,119830
2329,아이티엠반도체,084850
2330,알로이스,297570
2331,알리코제약,260660
2332,야스,255440
2333,양지사,030960
2334,얼라인드,238120
2335,에스씨디,042110
2336,에스아이리소스,065420
2337,에스에프에이,056190
2338,에스와이,109610
2339,에스텍,069510
2340,에스폴리텍,050760
2341,에스피시스템스,317830
2342,에이에프더블류,312610
2343,에이치시티,072990
2344,에이치엘비생명과학,067630
2345,에이치엘비파워,043220
2346,에이트원,230980
2347,에치에프알,230240
2348,에프에스티,036810
2349,엔젠바이오,354200
2350,엔피케이,048830
2351,엘티씨,170920
2352,엠투엔,033310
2353,영우디에스피,143540
2354,영풍정밀,036560
2355,예선테크,250930
2356,오로라,039830
2357,오상자이엘,053980
2358,오스코텍,039200
2359,오파스넷,173130
2360,올릭스,226950
2361,옴니시스템,057540
2362,우리산업,215360
2363,우원개발,046940
2364,원익피앤이,131390
2365,위즈코프,038620
2366,윈팩,097800
2367,유비케어,032620
2368,유앤아이,056090
2369,유진스팩5호,331380
2370,이노메트리,302430
2371,이노테라피,246960
2372,이루다,164060
2373,이씨에스,067010
2374,이엔드디,101360
2375,이오테크닉스,039030
2376,이지홀딩스,035810
2377,인바이오,352940
2378,인터로조,119610
2379,인터플렉스,051370
2380,인피니티엔티,016670
2381,인화정공,101930
2382,자연과환경,043910
2383,정산애강,022220
2384,제이브이엠,054950
2385,제이스텍,090470
2386,제이엔케이히터,126880
2387,제일테크노스,038010
2388,제테마,216080
2389,지노믹트리,228760
2390,지어소프트,051160
2391,지에스이,053050
2392,진양제약,007370
2393,차바이오텍,085660
2394,천랩,311690
2395,청담러닝,096240
2396,캔서롭,180400
2397,케이엘넷,039420
2398,코나아이,052400
2399,코렌텍,104540
2400,코리아나,027050
2401,코오롱티슈진,950160
2402,코윈테크,282880
2403,코콤,015710
2404,퀀타매트릭스,317690
2405,큐에스아이,066310
2406,클라우드에어,036170
2407,테스,095610
2408,텔레칩스,054450
2409,텔레필드,091440
2410,톱텍,108230
2411,티케이케미칼,104480
2412,티플랙스,081150
2413,파이오링크,170790
2414,포스코엠텍,009520
2415,포시에스,189690
2416,푸른기술,094940
2417,프럼파스트,035200
2418,프레스티지바이오로직스,334970
2419,플래티어,367000
2420,플리토,300080
2421,하림,136480
2422,하이록코리아,013030
2423,하이비젼시스템,126700
2424,하츠,066130
2425,한국기업평가,034950
2426,한국알콜,017890
2427,한국전자금융,063570
2428,한국정보공학,039740
2429,한네트,052600
2430,한라IMS,092460
2431,한스바이오메드,042520
2432,현대사료,016790
2433,홈센타홀딩스,060560
2434,힘스,238490
2435,나라소프트,288490
2436,래몽래인,200350
2437,메디젠휴먼케어,236340
2438,엄지하우스,224810
2439,에스케이씨에스,224020
2440,에이펙스인텍,207490
2441,오션스톤,329020
2442,원텍,216280
2443,원포유,122830
2444,위월드,140660
2445,지앤이헬스케어,299480
2446,케어룸의료산업,327970
2447,코셋,189350
2448,타임기술,318660
2449,툴젠,199800
2450,플럼라인생명과학,222670
2451,한국미라클피플사,331660
2452,휴벡셀,212310
